Interval=	0.01 s
ExcelDateTime=	3.9777424842704386e+004	25/11/2008 10:11:46.409659
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	1000.0 µV
0.0	-7.609	-13.191	-7.5
0.01	-7.620	-12.120	-45.7
0.02	-7.631	-11.094	-94.9
0.03	-7.643	-10.088	-110.1
0.04	-7.655	-9.520	-100.2
0.05	-7.667	-9.281	-111.5
0.06	-7.679	-9.191	-116.9
0.07	-7.692	-9.602	-98.6
0.08	-7.708	-10.436	-97.7
0.09	-7.725	-11.227	-96.4
0.1	-7.747	-11.895	-82.7
0.11	-7.775	-12.527	-81.3
0.12	-7.812	-13.038	-101.8
0.13	-7.859	-13.455	-106.8
0.14	-7.911	-13.850	-88.4
0.15	-7.967	-14.192	-75.9
0.16	-8.023	-14.434	-76.6
0.17	-8.076	-14.584	-65.7
0.18	-8.125	-14.672	-6.7
0.19	-8.172	-14.692	43.9
0.2	-8.218	-14.625	24.9
0.21	-8.264	-14.417	-34.2
0.22	-8.311	-14.053	-93.4
0.23	-8.360	-13.698	-119.0
0.24	-8.410	-13.464	-97.4
0.25	-8.463	-13.241	-74.4
0.26	-8.516	-12.933	-66.0
0.27	-8.566	-12.575	-30.2
0.28	-8.613	-12.275	62.1
0.29	-8.658	-12.136	274.6
0.3	-8.709	-12.053	559.9
0.31	-8.766	-11.791	574.9
0.32	-8.823	-11.473	251.1
0.33	-8.877	-11.416	4.5
0.34	-8.928	-11.542	-59.7
0.35	-8.974	-11.617	-76.7
0.36	-9.014	-11.616	-63.3
0.37	-9.046	-11.559	-66.1
0.38	-9.074	-11.344	-75.8
0.39	-9.098	-10.969	-62.4
0.4	-9.120	-10.709	-47.9
0.41	-9.137	-10.628	-33.0
0.42	-9.152	-10.003	-11.4
0.43	-9.165	-7.669	13.9
0.44	-9.175	-2.966	38.4
0.45	-9.179	4.078	67.1
0.46	-9.178	12.728	71.9
0.47	-9.170	21.119	82.7
0.48	-9.156	26.880	124.4
0.49	-9.135	28.403	156.3
0.5	-9.104	25.523	196.6
0.51	-9.063	19.788	214.3
0.52	-9.010	12.714	199.6
0.53	-8.953	4.984	166.0
0.54	-8.897	-2.623	115.1
0.55	-8.846	-9.539	74.3
0.56	-8.801	-15.048	17.2
0.57	-8.759	-18.673	-52.8
0.58	-8.719	-20.647	-108.1
0.59	-8.687	-21.105	-136.1
0.6	-8.662	-20.413	-142.8
0.61	-8.638	-19.452	-142.0
0.62	-8.606	-18.722	-140.5
0.63	-8.567	-18.128	-139.4
0.64	-8.523	-17.653	-131.3
0.65	-8.474	-17.391	-135.6
0.66	-8.422	-17.319	-134.7
0.67	-8.371	-17.238	-130.8
0.68	-8.321	-16.723	-128.7
0.69	-8.276	-15.530	-100.3
0.7	-8.238	-13.897	-77.0
0.71	-8.203	-12.234	-84.8
0.72	-8.169	-10.781	-92.8
0.73	-8.135	-9.536	-88.9
0.74	-8.098	-8.364	-90.3
0.75	-8.059	-7.245	-86.3
0.76	-8.019	-6.384	-75.8
0.77	-7.979	-6.070	-84.2
0.78	-7.940	-6.303	-92.8
0.79	-7.900	-6.792	-76.7
0.8	-7.859	-7.367	-64.8
0.81	-7.816	-8.120	-63.4
0.82	-7.774	-9.188	-73.4
0.83	-7.731	-10.456	-79.6
0.84	-7.689	-11.628	-64.4
0.85	-7.647	-12.595	-29.9
0.86	-7.606	-13.430	-3.8
0.87	-7.564	-14.011	0.6
0.88	-7.524	-14.119	-1.9
0.89	-7.483	-13.981	-5.6
0.9	-7.444	-14.025	-13.7
