Interval=	0.01 s
ExcelDateTime=	3.9777397009278349e+004	25/11/2008 9:31:41.60165
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	1000.0 µV
0.0	-7.323	-20.261	-0.2
0.01	-7.322	-16.753	-40.9
0.02	-7.322	-13.769	-72.8
0.03	-7.322	-11.530	-71.0
0.04	-7.324	-10.130	-76.0
0.05	-7.326	-9.697	-65.9
0.06	-7.328	-10.300	-52.8
0.07	-7.331	-11.738	-64.0
0.08	-7.333	-13.592	-77.8
0.09	-7.334	-15.459	-50.3
0.1	-7.336	-17.164	-15.8
0.11	-7.335	-18.822	5.7
0.12	-7.333	-20.466	9.7
0.13	-7.333	-21.877	-19.8
0.14	-7.336	-22.891	-48.4
0.15	-7.338	-23.569	-59.9
0.16	-7.339	-24.050	-54.6
0.17	-7.341	-24.300	-68.6
0.18	-7.345	-24.208	-87.2
0.19	-7.351	-23.847	-38.7
0.2	-7.353	-23.367	71.9
0.21	-7.354	-22.809	284.2
0.22	-7.356	-22.145	532.0
0.23	-7.360	-21.459	485.8
0.24	-7.365	-20.950	159.4
0.25	-7.371	-20.688	-57.6
0.26	-7.378	-20.691	-91.7
0.27	-7.383	-20.980	-73.0
0.28	-7.387	-21.372	-60.6
0.29	-7.391	-21.672	-61.1
0.3	-7.395	-21.878	-54.9
0.31	-7.400	-21.916	-52.7
0.32	-7.406	-21.308	-46.0
0.33	-7.413	-18.791	-27.3
0.34	-7.423	-11.811	-27.8
0.35	-7.433	2.438	-21.2
0.36	-7.444	23.236	10.4
0.37	-7.452	41.784	48.2
0.38	-7.461	49.941	68.0
0.39	-7.469	51.119	81.6
0.4	-7.476	51.136	97.3
0.41	-7.481	51.136	112.1
0.42	-7.484	51.111	114.0
0.43	-7.488	49.989	94.3
0.44	-7.492	43.030	103.9
0.45	-7.498	27.544	92.2
0.46	-7.503	8.797	27.2
0.47	-7.509	-7.794	-14.7
0.48	-7.518	-20.909	-36.0
0.49	-7.529	-30.369	-59.7
0.5	-7.538	-36.430	-77.3
0.51	-7.546	-39.711	-102.3
0.52	-7.553	-40.902	-117.8
0.53	-7.562	-40.716	-94.6
0.54	-7.573	-40.111	-81.5
0.55	-7.583	-40.022	-100.5
0.56	-7.591	-40.763	-109.0
0.57	-7.597	-41.827	-97.6
0.58	-7.601	-42.241	-93.1
0.59	-7.604	-41.247	-90.9
0.6	-7.609	-38.780	-62.5
0.61	-7.616	-35.264	-48.4
0.62	-7.622	-31.144	-66.2
0.63	-7.630	-26.556	-67.2
0.64	-7.638	-21.477	-69.8
0.65	-7.643	-16.184	-76.2
0.66	-7.648	-11.211	-80.5
0.67	-7.656	-7.052	-95.1
0.68	-7.664	-4.092	-80.7
0.69	-7.671	-2.461	-44.0
0.7	-7.677	-1.981	-40.8
0.71	-7.683	-2.541	-43.5
0.72	-7.690	-4.069	-25.3
0.73	-7.693	-6.258	-19.8
0.74	-7.693	-8.683	-21.3
0.75	-7.693	-11.192	-17.7
0.76	-7.695	-13.841	-23.3
0.77	-7.697	-16.644	-29.0
0.78	-7.700	-19.464	-34.6
0.79	-7.704	-21.802	-55.7
0.8	-7.708	-23.295	-82.1
0.81	-7.710	-24.289	-63.0
0.82	-7.711	-25.195	-4.7
0.83	-7.708	-25.903	69.6
0.84	-7.703	-26.141	236.7
0.85	-7.698	-25.958	473.1
0.86	-7.697	-25.581	450.1
0.87	-7.700	-25.105	134.3
0.88	-7.703	-24.964	-57.6
0.89	-7.703	-25.075	-70.7
0.9	-7.697	-24.633	-60.3
0.91	-7.685	-23.816	-50.0
0.92	-7.666	-23.364	-49.8
0.93	-7.643	-22.942	-38.8
0.94	-7.613	-21.831	-26.4
0.95	-7.578	-20.180	-54.6
0.96	-7.543	-17.542	-79.6
0.97	-7.511	-11.583	-12.3
0.98	-7.483	0.703	35.7
0.99	-7.460	19.936	24.6
1.0	-7.436	39.167	36.3
1.01	-7.411	49.131	59.7
1.02	-7.381	51.069	69.8
1.03	-7.349	51.133	74.7
1.04	-7.317	51.136	90.0
1.05	-7.286	51.122	115.3
1.06	-7.257	50.186	117.0
1.07	-7.232	43.805	83.6
1.08	-7.210	28.900	75.7
1.09	-7.192	10.206	65.3
1.1	-7.178	-6.742	-1.4
1.11	-7.168	-20.294	-72.5
1.12	-7.161	-29.992	-103.3
1.13	-7.157	-36.014	-83.3
1.14	-7.151	-39.025	-82.1
1.15	-7.143	-39.909	-109.3
1.16	-7.135	-39.708	-92.9
1.17	-7.129	-39.436	-74.6
1.18	-7.123	-39.708	-92.3
