Interval=	0.01 s
ExcelDateTime=	3.9773395647658894e+004	21/11/2008 9:29:43.957728
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	500.0 µV
0.0	-9.110	51.139	170.2
0.01	-9.109	51.139	128.1
0.02	-9.106	51.136	82.4
0.03	-9.101	51.119	32.3
0.04	-9.095	49.927	-2.2
0.05	-9.089	41.689	-28.6
0.06	-9.088	22.286	-42.7
0.07	-9.091	-2.252	-48.4
0.08	-9.096	-24.898	-50.0
0.09	-9.097	-41.686	-63.8
0.1	-9.094	-49.520	-58.2
0.11	-9.091	-51.081	-49.5
0.12	-9.088	-51.138	-65.6
0.13	-9.080	-51.141	-57.8
0.14	-9.069	-51.141	-50.2
0.15	-9.056	-51.141	-52.5
0.16	-9.043	-51.141	-54.3
0.17	-9.027	-51.141	-43.5
0.18	-9.011	-51.141	-45.9
0.19	-8.993	-51.141	-51.3
0.2	-8.976	-51.131	-44.5
0.21	-8.957	-50.702	-54.8
0.22	-8.936	-46.548	-39.9
0.23	-8.914	-34.420	-45.6
0.24	-8.894	-16.414	-38.8
0.25	-8.874	2.023	-33.0
0.26	-8.855	18.017	-41.2
0.27	-8.837	30.013	-49.8
0.28	-8.819	37.281	-50.7
0.29	-8.801	39.952	-46.2
0.3	-8.784	38.144	-49.8
0.31	-8.768	32.259	-41.6
0.32	-8.752	23.495	-45.7
0.33	-8.734	12.842	-48.4
0.34	-8.716	0.967	-40.0
0.35	-8.698	-11.086	-39.3
0.36	-8.681	-22.439	-26.3
0.37	-8.667	-32.670	-26.1
0.38	-8.654	-41.323	-17.7
0.39	-8.642	-47.506	-17.2
0.4	-8.632	-50.450	-13.3
0.41	-8.623	-51.108	9.7
0.42	-8.616	-51.139	-20.3
0.43	-8.607	-51.141	-55.5
0.44	-8.596	-51.141	-45.5
0.45	-8.584	-51.141	-40.6
0.46	-8.572	-51.130	-50.1
0.47	-8.559	-50.892	-43.1
0.48	-8.547	-49.844	-43.1
0.49	-8.537	-47.666	-40.2
0.5	-8.531	-44.616	-4.3
0.51	-8.524	-41.184	-75.8
0.52	-8.513	-37.958	80.6
0.53	-8.496	-35.117	199.2
0.54	-8.479	-32.620	155.5
0.55	-8.468	-30.522	98.9
0.56	-8.461	-28.845	-82.3
0.57	-8.454	-27.770	-51.5
0.58	-8.448	-27.367	-17.7
0.59	-8.441	-27.328	-48.7
0.6	-8.429	-27.358	-26.2
0.61	-8.412	-27.523	-35.3
0.62	-8.391	-27.945	-20.8
0.63	-8.370	-28.573	-16.1
0.64	-8.349	-29.342	-19.7
0.65	-8.329	-30.013	-5.1
0.66	-8.310	-30.031	-6.9
0.67	-8.291	-28.022	-0.0
0.68	-8.273	-20.131	11.4
0.69	-8.256	-0.509	19.5
0.7	-8.241	27.069	35.6
0.71	-8.228	45.902	54.8
0.72	-8.216	50.883	80.9
0.73	-8.207	51.125	107.5
0.74	-8.201	51.139	130.5
0.75	-8.194	51.139	139.0
0.76	-8.188	51.139	149.1
0.77	-8.183	51.139	137.0
0.78	-8.177	51.139	114.3
0.79	-8.171	51.131	68.0
0.8	-8.164	50.992	24.5
0.81	-8.157	48.031	-10.1
0.82	-8.150	35.916	-40.4
0.83	-8.144	14.514	-43.1
0.84	-8.140	-8.591	-56.3
0.85	-8.137	-28.627	-68.2
0.86	-8.136	-43.039	-62.7
0.87	-8.133	-49.722	-64.7
0.88	-8.130	-51.086	-51.6
0.89	-8.127	-51.138	-59.6
0.9	-8.122	-51.141	-60.5
0.91	-8.116	-51.141	-58.0
0.92	-8.110	-51.141	-60.3
0.93	-8.104	-51.141	-54.9
0.94	-8.099	-51.141	-55.1
0.95	-8.094	-51.141	-57.0
0.96	-8.091	-51.139	-40.9
0.97	-8.087	-51.130	-33.4
0.98	-8.085	-50.608	-38.5
0.99	-8.082	-46.439	-40.2
1.0	-8.079	-35.522	-41.5
1.01	-8.074	-20.480	-42.8
1.02	-8.069	-5.948	-44.7
1.03	-8.063	6.145	-42.0
1.04	-8.058	15.048	-38.6
1.05	-8.052	20.288	-41.5
1.06	-8.047	21.820	-31.9
1.07	-8.041	20.020	-38.8
1.08	-8.036	15.538	-42.4
1.09	-8.031	8.831	-41.2
1.1	-8.026	0.336	-45.2
1.11	-8.022	-9.058	-43.0
1.12	-8.018	-18.608	-32.9
1.13	-8.012	-27.881	-42.5
1.14	-8.008	-36.337	-46.1
1.15	-8.003	-43.408	-39.6
1.16	-7.999	-48.345	-43.9
1.17	-7.994	-50.634	-45.5
1.18	-7.990	-51.120	-43.3
1.19	-7.986	-51.139	-44.6
1.2	-7.983	-51.141	-41.5
1.21	-7.981	-51.141	-35.3
1.22	-7.980	-51.139	-22.0
1.23	-7.979	-51.086	-31.8
1.24	-7.978	-50.759	-27.0
1.25	-7.976	-49.948	-21.5
1.26	-7.975	-48.700	-13.6
1.27	-7.974	-47.194	-4.3
1.28	-7.973	-45.603	-15.3
1.29	-7.973	-43.898	-40.2
1.3	-7.972	-42.219	-58.7
1.31	-7.971	-40.819	-53.1
1.32	-7.969	-39.578	-51.3
1.33	-7.966	-38.341	-49.1
1.34	-7.963	-37.016	-49.0
1.35	-7.961	-35.587	-48.0
1.36	-7.962	-34.186	-7.5
1.37	-7.963	-32.691	-52.4
1.38	-7.961	-30.955	78.0
1.39	-7.953	-29.108	160.8
1.4	-7.946	-27.316	163.3
1.41	-7.944	-25.822	149.3
1.42	-7.944	-24.841	-56.4
1.43	-7.946	-24.467	-58.8
1.44	-7.950	-24.541	-41.7
1.45	-7.951	-24.725	-56.5
1.46	-7.947	-25.111	-31.8
1.47	-7.939	-25.806	-40.0
1.48	-7.930	-26.463	-35.0
1.49	-7.922	-26.825	-35.5
1.5	-7.914	-26.928	-38.0
1.51	-7.907	-26.719	-27.2
1.52	-7.900	-25.164	-14.4
1.53	-7.894	-18.661	-19.0
1.54	-7.889	-0.866	1.0
1.55	-7.885	26.039	8.6
1.56	-7.881	45.452	20.2
1.57	-7.878	50.848	41.3
1.58	-7.875	51.123	66.5
1.59	-7.873	51.139	98.2
1.6	-7.873	51.139	111.3
1.61	-7.873	51.139	138.3
1.62	-7.873	51.139	150.6
1.63	-7.873	51.139	131.8
1.64	-7.873	51.139	117.9
1.65	-7.871	51.123	73.2
1.66	-7.870	50.756	31.1
1.67	-7.869	46.342	-4.0
1.68	-7.868	32.484	-30.7
1.69	-7.867	11.869	-45.2
1.7	-7.866	-8.287	-71.5
1.71	-7.866	-25.161	-70.2
1.72	-7.868	-38.286	-59.6
1.73	-7.868	-46.839	-75.6
1.74	-7.868	-50.450	-72.5
1.75	-7.868	-51.117	-70.1
1.76	-7.868	-51.139	-65.1
1.77	-7.869	-51.141	-60.5
1.78	-7.869	-51.141	-61.6
1.79	-7.868	-51.141	-66.5
1.8	-7.867	-51.141	-70.4
1.81	-7.866	-51.141	-59.0
1.82	-7.866	-51.141	-61.4
1.83	-7.866	-51.139	-68.6
1.84	-7.868	-51.120	-60.2
1.85	-7.870	-50.392	-65.4
1.86	-7.873	-45.998	-63.6
1.87	-7.877	-36.127	-65.7
1.88	-7.880	-23.648	-57.9
1.89	-7.881	-11.739	-55.8
1.9	-7.881	-1.613	-64.9
1.91	-7.880	5.931	-50.7
1.92	-7.880	10.359	-47.9
1.93	-7.879	11.548	-59.8
1.94	-7.880	9.673	-49.9
1.95	-7.881	5.078	-50.7
1.96	-7.881	-1.619	-54.6
1.97	-7.883	-9.500	-58.2
1.98	-7.883	-17.606	-59.4
1.99	-7.884	-25.472	-56.1
2.0	-7.884	-33.016	-47.0
2.01	-7.885	-39.828	-52.3
2.02	-7.887	-45.416	-60.8
2.03	-7.888	-49.227	-46.7
2.04	-7.890	-50.852	-49.6
2.05	-7.892	-51.131	-58.2
2.06	-7.893	-51.141	-38.4
2.07	-7.895	-51.141	-45.7
2.08	-7.896	-51.141	-45.7
2.09	-7.898	-51.139	-39.6
2.1	-7.899	-51.122	-40.9
2.11	-7.899	-50.919	-34.5
2.12	-7.901	-50.227	-19.5
