Interval=	0.01 s
ExcelDateTime=	3.9773401659197953e+004	21/11/2008 9:38:23.354703
TimeFormat=	StartOfBlock
ChannelTitle=	Channel 1	Channel 2	Channel 3
Range=	20.000 mV	50.000 mV	500.0 µV
0.0	-9.503	-20.538	-5.7
0.01	-9.528	-23.266	-19.3
0.02	-9.553	-25.728	-53.3
0.03	-9.575	-27.903	-32.9
0.04	-9.595	-29.723	-45.0
0.05	-9.616	-31.080	-44.0
0.06	-9.638	-32.034	-45.3
0.07	-9.663	-32.866	-22.5
0.08	-9.694	-33.659	15.2
0.09	-9.728	-34.250	-54.3
0.1	-9.756	-34.533	91.8
0.11	-9.775	-34.428	212.8
0.12	-9.791	-33.902	198.9
0.13	-9.809	-33.106	117.5
0.14	-9.833	-32.372	-97.5
0.15	-9.863	-31.939	-34.0
0.16	-9.898	-31.664	-12.5
0.17	-9.930	-31.123	-44.4
0.18	-9.951	-30.061	-6.9
0.19	-9.957	-28.642	-6.6
0.2	-9.954	-27.152	-3.7
0.21	-9.952	-25.766	-2.9
0.22	-9.953	-24.914	-3.4
0.23	-9.956	-25.002	4.1
0.24	-9.961	-25.720	17.0
0.25	-9.967	-26.161	20.9
0.26	-9.976	-24.888	35.0
0.27	-9.984	-19.333	35.3
0.28	-9.996	-5.736	63.6
0.29	-10.010	16.781	88.6
0.3	-10.027	38.772	105.8
0.31	-10.045	49.327	139.2
0.32	-10.064	51.092	140.3
0.33	-10.083	51.134	160.9
0.34	-10.098	51.139	172.0
0.35	-10.108	51.139	174.3
0.36	-10.118	51.134	152.2
0.37	-10.125	51.033	98.1
0.38	-10.131	49.045	46.1
0.39	-10.138	41.392	21.5
0.4	-10.149	28.189	-25.9
0.41	-10.169	13.528	-34.9
0.42	-10.193	-0.353	-25.7
0.43	-10.214	-12.870	-42.1
0.44	-10.232	-23.536	-40.3
0.45	-10.248	-32.022	-38.0
0.46	-10.265	-38.361	-43.2
0.47	-10.285	-43.005	-40.5
0.48	-10.305	-46.509	-39.1
0.49	-10.324	-49.144	-46.6
0.5	-10.344	-50.670	-33.0
0.51	-10.361	-51.111	-24.3
0.52	-10.375	-51.139	-35.1
0.53	-10.387	-51.139	-27.2
0.54	-10.399	-51.092	-24.6
0.55	-10.411	-50.303	-30.1
0.56	-10.421	-47.289	-26.6
0.57	-10.427	-41.683	-27.0
0.58	-10.431	-34.423	-32.3
0.59	-10.432	-26.206	-24.3
0.6	-10.430	-17.420	-41.3
0.61	-10.426	-8.752	-23.8
0.62	-10.422	-1.178	-21.3
0.63	-10.415	4.661	-24.2
0.64	-10.408	8.480	-4.0
0.65	-10.399	10.173	-22.5
0.66	-10.386	10.031	-25.9
0.67	-10.366	8.491	-7.6
0.68	-10.336	5.838	-5.4
0.69	-10.296	2.308	11.5
0.7	-10.248	-1.794	4.7
0.71	-10.198	-6.050	-4.0
0.72	-10.148	-10.166	-12.7
0.73	-10.099	-13.986	-29.2
0.74	-10.050	-17.406	-41.1
0.75	-10.001	-20.481	-43.6
0.76	-9.952	-23.230	-35.5
0.77	-9.904	-25.588	-23.9
